OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-5524,2023-064AC,2026-01-02T02:54:15.340896,14.98342910,.0002898,70.0008,292.4714,263.8451,96.2378,0,U,56474,999,14576,-.19611E-3,-.2433E-4,0
STARLINK-5541,2023-064AD,2026-01-02T03:54:19.967040,14.98332649,.0002872,70.0001,292.2149,267.4443,92.6387,0,U,56475,999,14577,.11223E-3,.1246E-4,0
STARLINK-5545,2023-064AE,2026-01-02T02:30:13.967712,14.98333239,.0002993,70.0003,292.4146,265.1573,94.9245,0,U,56476,999,14576,.66271E-4,.698E-5,0
STARLINK-5534,2023-064AF,2026-01-02T03:30:31.773312,14.98331338,.0002904,70.0003,292.1579,268.0663,92.0164,0,U,56477,999,14577,.90998E-4,.993E-5,0
STARLINK-6041,2023-064AG,2026-01-02T02:12:11.089728,14.98338688,.0003041,70.0001,292.3703,263.6720,96.4093,0,U,56478,999,14576,-.63012E-4,-.845E-5,0
STARLINK-6044,2023-064AH,2026-01-02T03:12:15.777216,14.98322236,.0003015,70.0008,292.1124,269.1117,90.9697,0,U,56479,999,14577,.14321E-3,.1616E-4,0
STARLINK-6214,2023-064AJ,2026-01-02T03:19:13.746720,15.18639987,.0007059,69.9944,266.2351,270.6550,89.3811,0,U,56480,999,14642,.17606E-2,.36641E-3,0
STARLINK-6222,2023-064AK,2026-01-02T03:24:16.760160,14.98323437,.0003267,69.9997,292.1414,262.1682,97.9106,0,U,56481,999,14577,.22244E-3,.2562E-4,0
STARLINK-6220,2023-064AL,2026-01-02T03:42:19.014336,14.98327753,.0003024,69.9995,292.1866,270.1232,89.9581,0,U,56482,999,14577,.20321E-4,.149E-5,0
STARLINK-5868,2023-064AM,2026-01-02T02:00:10.156032,14.98323207,.0002038,70.0021,292.3373,273.1678,86.9248,0,U,56483,999,14576,-.17656E-3,-.2198E-4,0
STARLINK-6221,2023-064AN,2026-01-02T03:30:17.761824,14.98340720,.0002687,70.0021,292.1560,268.2069,91.8782,0,U,56484,999,14576,.51793E-4,.525E-5,0
STARLINK-6210,2023-064AP,2026-01-02T03:06:14.704704,14.98332669,.0002731,70.0005,292.0964,262.3481,97.7368,0,U,56485,999,14577,.36261E-4,.34E-5,0
STARLINK-6201,2023-064AQ,2026-01-02T03:18:16.040160,14.98330690,.000277,70.0000,292.1259,266.7757,93.3085,0,U,56486,999,14577,.76161E-4,.816E-5,0
STARLINK-6196,2023-064AR,2026-01-02T04:18:00.878976,14.98334968,.0002865,69.9988,272.0036,270.6588,89.4243,0,U,56487,999,14627,.1061E-3,.1173E-4,0
STARLINK-6204,2023-064AS,2026-01-02T02:05:51.956160,14.98324826,.0002988,69.9991,272.4825,261.1472,98.9349,0,U,56488,999,14625,.35818E-3,.4183E-4,0
STARLINK-5923,2023-064AT,2026-01-02T03:23:57.943968,14.98316499,.0002778,69.9998,272.2698,265.4293,94.6549,0,U,56489,999,14626,.13344E-3,.1499E-4,0
STARLINK-5873,2023-064AU,2026-01-02T02:17:52.760256,14.98330642,.0002862,69.9994,272.5114,266.9470,93.1361,0,U,56490,999,14625,.34303E-4,.316E-5,0
STARLINK-5842,2023-064AV,2026-01-02T03:17:57.307776,14.98320959,.0002658,70.0002,272.2563,275.0604,85.0252,0,U,56491,999,14626,.1873E-3,.2142E-4,0
STARLINK-5846,2023-064AW,2026-01-02T03:11:56.462496,14.98327584,.0002699,70.0010,272.2429,265.2732,94.8119,0,U,56492,999,14626,.49397E-4,.496E-5,0
STARLINK-5841,2023-064AX,2026-01-02T02:53:34.800288,14.98332629,.000251,69.9986,252.3108,264.2161,95.8712,0,U,56493,999,14675,.7862E-4,.845E-5,0
STARLINK-5530,2023-064AY,2026-01-02T04:00:01.998720,14.98311900,.000303,70.0019,272.1579,274.3514,264.9467,0,U,56494,999,555,.37917E-2,.45423E-3,0
STARLINK-5529,2023-064AZ,2026-01-02T02:59:55.200480,14.98333081,.0002713,70.0003,272.2125,265.8541,94.2308,0,U,56495,999,14626,.3017E-3,.3509E-4,0
STARLINK-5526,2023-064BA,2026-01-02T02:53:54.464064,14.98329125,.0002127,69.9995,272.1979,252.0359,108.0568,0,U,56496,999,14626,.85651E-4,.929E-5,0
STARLINK-5527,2023-064BB,2026-01-02T02:48:09.212256,14.98325260,.0002289,70.0000,272.1834,262.8349,97.2550,0,U,56497,999,14626,-.42148E-4,-.596E-5,0
STARLINK-5522,2023-064BC,2026-01-02T03:05:55.876416,14.98326207,.0002798,69.9995,272.2266,271.0538,89.0300,0,U,56498,999,14626,.27579E-3,.3199E-4,0
STARLINK-5775,2023-065A,2026-01-01T23:13:11.548128,15.02534674,.0001111,43.0034,213.2698,267.0384,93.0331,0,U,56503,999,14658,-.38773E-4,-.727E-5,0
STARLINK-5716,2023-065B,2026-01-01T00:48:11.803680,15.02537128,.00012238,43.0046,218.2954,272.7696,87.3007,0,U,56504,999,14644,.30463927E-4,.208E-5,0
STARLINK-5763,2023-065C,2026-01-01T23:05:11.531328,15.02539605,.0000836,43.0020,213.2251,277.6247,82.4500,0,U,56505,999,14658,.55384E-4,.545E-5,0
STARLINK-5340,2023-065D,2026-01-01T23:16:44.623488,15.02529161,.0001808,43.0039,200.2742,285.3678,74.6964,0,U,56506,999,14673,-.39433E-4,-.736E-5,0
STARLINK-5333,2023-065E,2026-01-01T21:36:57.975264,15.02540142,.000165,43.0050,174.5894,278.4005,81.6650,0,U,56507,999,14702,.32023E-4,.229E-5,0
STARLINK-5335,2023-065F,2026-01-01T15:01:45.276672,15.02538246,.0001071,43.0018,215.0062,270.0276,90.0443,0,U,56508,999,14653,.34042E-4,.256E-5,0
STARLINK-5334,2023-065G,2026-01-02T00:23:21.465888,15.02530359,.0001121,43.0033,212.7725,275.5654,84.5061,0,U,56509,999,14659,.9804E-4,.1121E-4,0
STARLINK-5339,2023-065H,2026-01-01T00:37:01.020000,15.02532560,.00012433,43.0019,218.2402,273.5393,86.5307,0,U,56510,999,14644,.28782738E-4,.185E-5,0
STARLINK-5351,2023-065J,2026-01-01T14:44:10.421664,15.02538593,.0001056,43.0023,214.9094,267.6381,92.4340,0,U,56511,999,14653,.72463E-4,.775E-5,0
STARLINK-5349,2023-065K,2026-01-01T14:53:46.104864,15.02536341,.0000999,43.0018,214.9553,283.8633,76.2098,0,U,56512,999,14653,.62438E-4,.64E-5,0
STARLINK-5329,2023-065L,2026-01-02T00:16:56.828640,15.02535968,.000097,43.0020,212.7319,259.8784,100.1949,0,U,56513,999,14659,.16687E-4,.22E-6,0
STARLINK-5348,2023-065N,2026-01-02T00:12:09.062208,15.02539570,.0000973,43.0026,212.7082,256.5265,103.5469,0,U,56515,999,14659,.14595E-3,.1769E-4,0
STARLINK-5342,2023-065P,2026-01-02T00:20:09.262176,15.02528335,.0000822,43.0022,212.7545,249.9915,110.0839,0,U,56516,999,14659,-.51776E-4,-.903E-5,0
STARLINK-5345,2023-065Q,2026-01-01T23:59:21.947712,15.02536437,.00013,43.0027,212.6459,262.1871,97.8824,0,U,56517,999,14659,.29615E-4,.196E-5,0
STARLINK-5346,2023-065R,2026-01-02T00:07:21.586080,15.02536196,.000086,43.0023,212.6831,243.1407,116.9348,0,U,56518,999,14659,.19824E-4,.64E-6,0
STARLINK-6313,2023-065S,2025-12-31T23:57:02.960352,15.02537636,.00011994,43.0020,218.0253,265.3801,94.6904,0,U,56519,999,14644,.15940557E-3,.195E-4,0
STARLINK-6344,2023-065T,2026-01-02T00:02:33.879264,15.02536231,.0001186,43.0022,212.6602,268.2973,91.7734,0,U,56520,999,14659,.12774E-3,.1522E-4,0
STARLINK-6333,2023-065U,2026-01-01T23:19:25.404384,15.02532787,.0002091,43.0066,212.4296,266.3178,93.7425,0,U,56521,999,14659,-.62425E-4,-.1047E-4,0
STARLINK-6327,2023-065V,2026-01-01T23:54:35.296704,15.02526164,.0002114,43.0049,212.6148,257.9938,102.0668,0,U,56522,999,14659,-.23299E-4,-.518E-5,0
STARLINK-6328,2023-065W,2026-01-01T23:25:48.683424,15.02538764,.0001236,43.0024,212.4664,267.5925,92.4776,0,U,56523,999,14659,-.62932E-4,-.1054E-4,0
STARLINK-6323,2023-065X,2026-01-01T23:38:35.200896,15.02532384,.0001131,43.0031,212.5399,278.0700,82.0014,0,U,56524,999,14659,.21046E-3,.264E-4,0
STARLINK-6329,2023-065Y,2026-01-01T23:24:12.546144,15.02532066,.0001047,43.0011,212.4531,273.2001,86.8721,0,U,56525,999,14659,-.62183E-5,-.287E-5,0
STARLINK-6317,2023-065Z,2026-01-01T23:29:00.162240,15.02535231,.0001226,43.0034,212.4873,264.6632,95.4070,0,U,56526,999,14659,.69045E-4,.729E-5,0
STARLINK-6335,2023-065AA,2026-01-01T15:19:10.000416,15.02544509,.000133,43.0028,214.2304,277.0814,82.9877,0,U,56527,999,14654,.75068E-4,.811E-5,0
STARLINK-6337,2023-065AB,2025-12-31T23:25:05.399616,15.02536307,.00010877,43.0022,217.8647,269.3913,90.6805,0,U,56528,999,14644,.2261782E-4,.102E-5,0
STARLINK-6307,2023-065AC,2026-01-01T13:31:11.610048,15.02536062,.0001203,43.0032,202.3754,267.5772,92.4933,0,U,56529,999,14667,.56482E-4,.559E-5,0
STARLINK-6318,2023-065AD,2026-01-01T19:36:53.436096,15.02536327,.00010623,43.0019,187.8228,269.0691,91.0030,0,U,56530,999,14686,.49424407E-4,.464E-5,0
STARLINK-6280,2023-065AE,2026-01-01T15:02:07.472832,15.02538806,.000132,43.0024,201.9865,267.8831,92.1861,0,U,56531,999,14668,.11583E-3,.1361E-4,0
STARLINK-6319,2023-065AF,2026-01-01T21:39:26.106336,15.02541753,.0000814,43.0026,200.6188,236.5082,123.5682,0,U,56532,999,14672,-.25233E-3,-.3611E-4,0
STARLINK-6310,2023-065AG,2026-01-01T14:52:32.214720,15.02531386,.0001194,43.0019,201.9379,268.5471,91.5235,0,U,56533,999,14668,.28945E-4,.187E-5,0
STARLINK-6308,2023-065AH,2026-01-01T21:34:37.697952,15.02543204,.000117,43.0019,200.5975,289.3503,70.7212,0,U,56534,999,14672,-.19663E-4,-.469E-5,0
STARLINK-6309,2023-065AJ,2026-01-02T00:26:09.949344,15.02540212,.0001387,43.0033,225.8016,269.1967,90.8716,0,U,56535,999,14644,.5463E-4,.534E-5,0
STARLINK-6312,2023-065AK,2026-01-02T00:16:35.065344,15.02533514,.0000987,43.0028,225.7506,272.3596,87.7134,0,U,56536,999,14644,-.15362E-4,-.411E-5,0
STARLINK-6311,2023-065AL,2026-01-01T00:25:27.408576,15.02534464,.00010323,43.0033,231.1964,271.9752,88.0972,0,U,56537,999,14629,.10364829E-3,.1197E-4,0
STARLINK-6314,2023-065AM,2026-01-01T19:34:55.252992,15.02534883,.00012234,43.0023,200.8242,268.0581,92.0122,0,U,56538,999,14671,.15895357E-3,.1944E-4,0
STARLINK-6135,2023-065AN,2026-01-02T00:06:58.910400,15.02539405,.0001249,43.0024,225.7013,274.5325,85.5375,0,U,56539,999,14644,.10549E-3,.1222E-4,0
STARLINK-6136,2023-065AP,2026-01-02T00:02:12.499584,15.02527672,.0000945,43.0012,225.6822,259.4383,100.6353,0,U,56540,999,14644,.70121E-4,.744E-5,0
STARLINK-6249,2023-065AQ,2026-01-02T00:03:47.702016,15.02535815,.0001418,43.0035,225.6869,265.5373,94.5307,0,U,56541,999,14644,.80699E-4,.887E-5,0
STARLINK-6266,2023-065AR,2026-01-02T00:11:46.891968,15.02540019,.0001465,43.0027,225.7297,270.4495,89.6179,0,U,56542,999,14644,.93003E-4,.1053E-4,0
STARLINK-6226,2023-065AT,2026-01-01T15:04:25.416480,15.02532778,.0001146,43.0023,227.1884,267.2037,92.8675,0,U,56544,999,14639,.55816E-4,.55E-5,0
STARLINK-6086,2023-065AU,2026-01-01T23:47:48.491808,15.02537246,.0001078,43.0029,225.6025,279.7536,80.3184,0,U,56545,999,14644,.84189E-4,.934E-5,0
STARLINK-6187,2023-065AV,2026-01-01T23:59:00.091104,15.02534248,.0001374,43.0041,225.6615,266.5651,93.5034,0,U,56546,999,14644,-.3492E-5,-.251E-5,0
STARLINK-6291,2023-065AW,2026-01-02T00:35:35.527200,15.02536871,.0000947,43.0030,224.9975,272.3058,87.7676,0,U,56547,999,14645,.47493E-4,.438E-5,0
STARLINK-6244,2023-065AX,2026-01-01T23:52:36.482880,15.02534799,.0000573,42.9996,225.6285,273.4108,86.6668,0,U,56548,999,14644,.56816E-4,.564E-5,0
STARLINK-6263,2023-065AY,2026-01-01T23:30:14.042880,15.02534959,.0001086,43.0029,225.5113,273.3712,86.7006,0,U,56549,999,14644,.40309E-4,.341E-5,0
STARLINK-6255,2023-065AZ,2026-01-01T23:43:00.939648,15.02534149,.000138,43.0037,225.5778,260.2083,99.8603,0,U,56550,999,14644,.37033E-4,.297E-5,0
STARLINK-6199,2023-065BA,2026-01-02T00:59:34.145952,15.02533506,.0000671,43.0018,225.1164,292.2552,67.8220,0,U,56551,999,14645,.51859E-4,.497E-5,0
STARLINK-5802,2023-065BB,2026-01-01T23:33:25.824096,15.02534219,.0001415,43.0035,225.5269,263.1122,96.9559,0,U,56552,999,14644,.51501E-4,.492E-5,0
STARLINK-6074,2023-065BC,2026-01-02T00:54:45.790272,15.02541241,.0001259,43.0028,225.0870,275.4826,84.5873,0,U,56553,999,14645,.14724E-3,.1786E-4,0
STARLINK-6295,2023-065BD,2026-01-02T01:01:09.520320,15.02538232,.000124,43.0034,225.1251,262.1230,97.9472,0,U,56554,999,14645,.72404E-4,.775E-5,0
STARLINK-6252,2023-065BE,2026-01-02T00:45:10.664352,15.02536346,.000137,43.0035,225.0399,258.6646,101.4043,0,U,56555,999,14645,.18066E-4,.4E-6,0
STARLINK-5302,2023-065BF,2026-01-02T00:49:58.135296,15.02537370,.0001386,43.0035,225.0642,263.6868,96.3816,0,U,56556,999,14645,.49756E-4,.469E-5,0
STARLINK-6265,2023-065BG,2026-01-02T00:40:23.150208,15.02539537,.00002,43.0001,225.0103,223.1785,136.9041,0,U,56557,999,14645,.15834E-3,.1936E-4,0
STARLINK-6286,2023-065BH,2026-01-01T23:57:24.143904,15.02537164,.0001344,43.0030,225.6375,265.2886,94.7803,0,U,56558,999,14644,.52107E-4,.5E-5,0
BEIDOU-3 G4,2023-066A,2026-01-02T03:21:38.579040,1.00269988,.0002216,0.7714,303.8007,236.1513,132.2633,0,U,56564,999,972,0,-.102E-5,0
STARLINK-30122,2023-067A,2026-01-02T01:53:55.738176,15.02534383,.0001136,43.0031,276.9269,278.5754,81.4959,0,U,56688,999,14570,.57841E-5,-.125E-5,0
STARLINK-30129,2023-067B,2026-01-02T03:15:16.132896,15.02538359,.0001034,43.0030,276.5001,278.3410,81.7315,0,U,56689,999,14564,.11833E-3,.1395E-4,0
STARLINK-30124,2023-067C,2026-01-02T03:10:30.802080,15.02521711,.000021,43.0019,276.4818,271.7752,88.3066,0,U,56690,999,14564,.16567E-4,.2E-6,0
STARLINK-30036,2023-067E,2026-01-02T03:00:53.396928,15.02537369,.0001569,43.0072,276.4472,271.8790,88.1873,0,U,56692,999,14451,.53239E-4,.515E-5,0
STARLINK-30067,2023-067F,2026-01-02T02:51:18.469728,15.02540815,.0001137,43.0013,276.4015,275.6679,84.4034,0,U,56693,999,14564,-.22846E-4,-.512E-5,0
STARLINK-30126,2023-067G,2026-01-02T02:56:04.856352,15.02560782,.0002519,43.0077,276.4196,255.1691,104.8873,0,U,56694,999,14564,-.36331E-3,-.5112E-4,0
STARLINK-30121,2023-067H,2026-01-02T02:46:29.895456,15.02532245,.0001368,43.0021,276.3526,261.7417,98.3270,0,U,56695,999,14564,.19031E-3,.2368E-4,0
STARLINK-30130,2023-067K,2026-01-02T02:08:07.333728,15.02546519,.0002035,43.0027,276.1712,257.2930,102.7684,0,U,56697,999,14538,.11696E-3,.1377E-4,0
STARLINK-30068,2023-067L,2026-01-02T02:18:07.671168,15.02521868,.0000658,43.0002,263.2344,317.2352,42.8439,0,U,56698,999,14553,-.15321E-3,-.2271E-4,0
STARLINK-30127,2023-067M,2026-01-02T02:41:42.979200,15.02533775,.0001201,43.0037,276.3489,270.1921,89.8784,0,U,56699,999,14564,.11548E-3,.1356E-4,0
STARLINK-30053,2023-067N,2026-01-02T02:36:55.541088,15.02529409,.0001861,43.0055,276.3240,251.4795,108.5845,0,U,56700,999,14564,.13808E-4,-.17E-6,0
STARLINK-30125,2023-067P,2026-01-02T04:07:50.312640,15.02703962,.0003003,43.0077,275.9337,266.6061,93.4438,0,U,56701,999,14565,-.30779E-2,-.41724E-3,0
STARLINK-30117,2023-067Q,2026-01-02T01:49:07.224384,15.02536573,.0001064,43.0031,276.8679,271.9783,88.0937,0,U,56702,999,14563,.36172E-4,.285E-5,0
STARLINK-30132,2023-067R,2026-01-02T04:03:03.241728,15.02534101,.0001322,43.0059,275.9053,261.2703,98.7990,0,U,56703,999,14565,.36866E-4,.294E-5,0
STARLINK-30066,2023-067S,2026-01-02T03:34:17.049216,15.02532586,.0000935,43.0025,275.7486,291.4864,68.5878,0,U,56704,999,14565,.58278E-4,.584E-5,0
STARLINK-30080,2023-067T,2026-01-01T18:14:41.913312,15.02531200,.00008087,43.0018,265.0805,270.5209,89.5541,0,U,56705,999,14574,.3348131E-5,-.158E-5,0
STARLINK-30079,2023-067U,2026-01-02T03:53:27.914496,15.02535496,.0001227,43.0042,275.8617,275.0844,84.9858,0,U,56706,999,14565,.93324E-4,.1057E-4,0
STARLINK-30070,2023-067V,2026-01-02T02:22:32.098368,15.02534232,.0001204,43.0032,276.2490,277.0522,83.0183,0,U,56707,999,14564,.93606E-4,.1061E-4,0
STARLINK-30071,2023-067W,2026-01-02T02:03:21.092256,15.02536678,.0001188,43.0044,276.1447,270.5395,89.5312,0,U,56708,999,14564,.36734E-4,.293E-5,0
STARLINK-30085,2023-067X,2026-01-02T03:48:42.293376,15.02517016,.0001965,42.9985,275.8437,282.1415,77.9207,0,U,56709,999,14539,-.15484E-4,-.413E-5,0
ONEWEB-0561,2023-068A,2026-01-01T20:03:39.295008,13.20770705,.00021605,87.9213,307.6288,73.4798,286.6573,0,U,56710,999,12754,-.25259362E-3,-.9E-6,0
ONEWEB-0668,2023-068B,2026-01-02T03:32:30.105024,13.16593178,.0001265,87.9055,261.8187,95.8076,264.3199,0,U,56711,999,12993,.21657E-3,.96E-6,0
ONEWEB-0676,2023-068C,2026-01-02T01:54:27.385632,13.16596873,.0001798,87.9041,261.8521,76.4506,283.6825,0,U,56712,999,12984,.25104E-3,.109E-5,0
ONEWEB-0677,2023-068D,2026-01-01T21:36:49.258368,13.20772302,.0001843,87.9227,307.6015,82.1235,278.0107,0,U,56713,999,12785,-.37859E-3,-.141E-5,0
ONEWEB-0678,2023-068E,2026-01-01T17:55:02.669952,13.15547722,.00017989,87.9015,292.4008,64.8414,295.2903,0,U,56714,999,12740,-.31504488E-3,-.106E-5,0
ONEWEB-0679,2023-068F,2026-01-02T02:44:37.413888,13.16593427,.0001739,87.9040,261.8278,94.7051,265.4279,0,U,56715,999,12987,-.16924E-3,-.52E-6,0
ONEWEB-0680,2023-068G,2026-01-01T18:59:59.869824,13.21827991,.0001482,87.9230,277.1515,96.3160,263.8143,0,U,56716,999,12911,.29287E-3,.134E-5,0
ONEWEB-0681,2023-068H,2026-01-02T03:35:24.207936,13.21827605,.0002639,87.9220,277.0941,80.6797,279.4635,0,U,56717,999,12915,.16211E-3,.8E-6,0
ONEWEB-0682,2023-068J,2026-01-01T18:32:41.743104,13.15548658,.00015692,87.9002,292.4081,93.0094,267.1216,0,U,56718,999,12757,-.9871504E-5,.9E-7,0
ONEWEB-0683,2023-068K,2026-01-01T19:03:29.685312,13.15547815,.0001504,87.9017,292.3902,82.3315,277.7986,0,U,56719,999,12754,.40264E-3,.164E-5,0
ONEWEB-0684,2023-068L,2026-01-01T19:14:53.341728,13.15549440,.0001618,87.9013,292.3827,27.2282,332.8933,0,U,56720,999,12737,.39104E-3,.16E-5,0
ONEWEB-0686,2023-068M,2026-01-02T03:48:57.721824,13.15706939,.0001103,87.9033,261.8701,75.4902,284.6350,0,U,56721,999,12986,.42706E-3,.174E-5,0
ONEWEB-0694,2023-068N,2026-01-02T01:56:45.167712,13.16594606,.0001303,87.9050,261.8154,92.9479,267.1801,0,U,56722,999,12991,.20875E-3,.93E-6,0
ONEWEB-0696,2023-068P,2026-01-01T18:13:17.314752,13.15547310,.00017657,87.9001,292.4423,63.5219,296.6092,0,U,56723,999,12748,-.36375326E-3,-.124E-5,0
ONEWEB-0703,2023-068Q,2026-01-01T18:26:58.987392,13.15546584,.00024449,87.9003,292.4217,54.6238,305.5121,0,U,56724,999,12737,-.96711252E-4,-.24E-6,0
ONEWEB-0721,2023-068R,2026-01-01T18:21:01.236096,13.22455337,.00014374,86.6814,138.6150,103.0732,257.0562,0,U,56725,999,13594,.4307782E-5,.16E-6,0
IRIDIUM 181,2023-068S,2026-01-01T18:50:44.216736,14.43309411,.0001792,86.4529,126.3552,83.7498,276.3907,0,U,56726,999,13843,.20637E-3,.715E-5,0
IRIDIUM 177,2023-068T,2026-01-02T02:09:54.775584,14.80215188,.0002252,86.1947,47.6623,89.6412,270.5067,0,U,56727,999,14179,.15395E-3,.1196E-4,0
IRIDIUM 174,2023-068U,2026-01-02T02:35:05.326656,14.72243990,.0002164,86.6074,63.1263,92.0194,268.1271,0,U,56728,999,14158,.22657E-3,.1453E-4,0
IRIDIUM 178,2023-068V,2026-01-01T17:47:24.816480,14.80190031,.00026891,86.6558,94.9421,81.1361,279.0165,0,U,56729,999,14174,.2895935E-3,.2224E-4,0
IRIDIUM 179,2023-068W,2026-01-01T17:39:46.154304,14.80224638,.00024412,86.6790,103.4301,92.9943,267.1558,0,U,56730,999,14174,.41641646E-3,.319E-4,0
2023-069A,2023-069A,2026-01-02T05:43:50.152224,15.41783266,.0031686,40.9962,86.2038,190.4919,169.5247,0,U,56731,999,14743,.51291E-3,.22451E-3,0
2023-069B,2023-069B,2026-01-02T04:27:30.614400,15.10630214,.0002386,41.0098,291.5491,233.6586,126.4008,0,U,56732,999,14512,.77557E-3,.12901E-3,0
NEXTSAT-2,2023-072A,2026-01-02T04:52:29.087616,15.25169822,.0004478,97.5279,197.8734,237.9884,122.0919,0,U,56743,999,14427,.52286E-3,.13054E-3,0
SNIPE 4,2023-072B,2026-01-02T03:19:08.973984,15.34980146,.0005561,97.5364,203.5859,190.4520,169.6608,0,U,56744,999,14457,.85928E-3,.29165E-3,0
SNIPE 2,2023-072C,2026-01-02T04:26:40.961184,15.37846770,.0004016,97.5375,205.7291,229.5471,130.5423,0,U,56745,999,14465,.99656E-3,.37126E-3,0
2023-072D,2023-072D,2026-01-02T03:50:54.805920,15.49084054,.0002241,97.5117,209.4085,180.3140,179.8109,0,U,56746,999,14500,.11752E-2,.64115E-3,0
2023-072E,2023-072E,2026-01-02T05:06:55.230336,15.39426901,.0003189,97.5191,206.0025,212.5725,147.5324,0,U,56747,999,14477,.93939E-3,.36833E-3,0
2023-072F,2023-072F,2026-01-02T05:04:33.470400,15.27804690,.0004851,97.5151,198.3854,239.9792,120.0966,0,U,56748,999,14440,.65577E-3,.17761E-3,0
2023-072G,2023-072G,2026-01-02T05:14:36.963168,15.40844320,.0003355,97.5032,204.4806,215.3861,144.7163,0,U,56749,999,14482,.96333E-3,.39591E-3,0
KONDOR-FKA NO. 1,2023-074A,2026-01-01T13:40:23.761344,15.19784642,.0002081,97.4375,198.5212,94.5200,265.6272,0,U,56756,999,14438,.40821E-3,.8674E-4,0
ARABSAT-7B (BADR-8),2023-075A,2026-01-02T02:39:26.442144,1.00269838,.0004054,0.0733,28.0145,298.4568,201.1412,0,U,56757,999,945,0,.153E-5,0
NVS-01 (IRNSS-1J),2023-076A,2026-01-02T00:16:38.849664,1.00266391,.0009235,2.5687,250.8705,19.7404,324.6920,0,U,56759,999,944,0,-.324E-5,0
STARLINK-6197,2023-078A,2026-01-01T18:15:13.267872,15.13684326,.00045191,69.9913,163.0873,267.2691,92.7959,0,U,56767,999,14241,.30598994E-2,.55512E-3,0
STARLINK-6198,2023-078B,2026-01-01T18:32:51.723168,14.98336275,.00029029,70.0005,133.0410,272.2307,87.8520,0,U,56768,999,14315,.2575241E-4,.214E-5,0
STARLINK-6342,2023-078D,2026-01-01T21:46:02.898336,14.98336776,.0002979,70.0004,172.8416,270.8652,89.2166,0,U,56770,999,14218,.83292E-4,.901E-5,0
STARLINK-6275,2023-078F,2026-01-01T21:39:48.832992,14.98341571,.0003133,70.0002,172.8250,272.1012,87.9788,0,U,56772,999,14218,.15663E-3,.1777E-4,0
STARLINK-6296,2023-078G,2026-01-01T17:44:29.020128,14.98346994,.0002599,70.0013,113.4335,259.5842,100.5024,0,U,56773,999,14363,-.2048501E-3,-.2537E-4,0
STARLINK-6190,2023-078H,2026-01-01T18:57:35.206848,14.98332543,.0002886,70.0004,173.2311,268.2132,91.8697,0,U,56774,999,14216,-.19154E-4,-.322E-5,0
STARLINK-6292,2023-078J,2026-01-01T17:38:29.016384,14.98329489,.00031308,70.0005,113.4183,269.9219,90.1581,0,U,56775,999,14363,.4073326E-5,-.44E-6,0
STARLINK-6274,2023-078K,2026-01-01T18:14:53.536704,14.98327585,.0003251,70.0016,133.3920,269.3054,90.7733,0,U,56776,999,14314,.74004632E-4,.79E-5,0
STARLINK-5582,2023-078L,2026-01-01T18:51:15.191136,14.98339512,.0003081,70.0006,153.3468,280.9767,79.1045,0,U,56777,999,14265,.22219E-4,.172E-5,0
STARLINK-6304,2023-078M,2026-01-01T18:08:52.393344,14.98329054,.00024404,70.0016,133.3795,274.4253,85.6627,0,U,56778,999,14314,-.22717309E-3,-.2802E-4,0
STARLINK-6231,2023-078N,2026-01-01T17:32:47.510016,14.98335626,.00030326,70.0009,133.2878,268.4719,91.6093,0,U,56779,999,14313,.82241652E-4,.889E-5,0
STARLINK-5963,2023-078P,2026-01-01T18:45:26.617248,14.98335861,.0003287,70.0007,152.9524,271.0917,88.9865,0,U,56780,999,14266,.69791E-4,.74E-5,0
STARLINK-5989,2023-078Q,2026-01-01T18:21:11.955744,14.98334406,.00031002,70.0007,153.2729,269.5855,90.4949,0,U,56781,999,14265,.74226321E-4,.793E-5,0
STARLINK-6352,2023-078R,2026-01-01T18:02:52.434528,14.98323109,.00030503,70.0010,133.3622,279.0717,81.0097,0,U,56782,999,14314,.7133848E-5,-.8E-7,0
STARLINK-6357,2023-078S,2026-01-01T17:50:50.895168,14.98319520,.00029951,70.0009,133.3323,268.8703,91.2112,0,U,56783,999,14314,-.10937025E-3,-.1397E-4,0
STARLINK-6354,2023-078T,2026-01-01T17:56:49.872480,14.98344448,.00032374,70.0005,133.3472,275.3516,84.7273,0,U,56784,999,14314,.36619427E-4,.344E-5,0
STARLINK-5931,2023-078U,2026-01-01T18:33:13.336128,14.98330396,.00028775,70.0008,153.3031,266.5687,93.5143,0,U,56785,999,14334,.40375729E-4,.389E-5,0
STARLINK-6341,2023-078V,2026-01-01T19:20:56.631264,14.98337398,.00030651,70.0005,133.1487,270.2727,89.8081,0,U,56786,999,14315,.14585835E-3,.1648E-4,0
STARLINK-6326,2023-078W,2026-01-01T18:44:53.025792,14.98327968,.00030738,70.0004,133.0641,276.7900,83.2910,0,U,56787,999,14315,-.338028E-4,-.496E-5,0
